<<<<<<< HEAD
Anno;Codice Regione;Descrizione Regione;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2017;100;UMBRIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;28;0;2;0;30
2017;100;UMBRIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;24;0;0;0;24
2017;100;UMBRIA;26;MEDICINA GENERALE                       ;ACUTI;27;532;0;23;0;555
2017;100;UMBRIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;12;0;1;0;13
2017;100;UMBRIA;29;NEFROLOGIA                              ;ACUTI;3;11;0;3;0;14
2017;100;UMBRIA;30;NEUROCHIRURGIA                          ;ACUTI;2;46;0;1;1;48
2017;100;UMBRIA;32;NEUROLOGIA                              ;ACUTI;12;93;0;7;0;100
2017;100;UMBRIA;34;OCULISTICA                              ;ACUTI;14;46;0;1;21;68
2017;100;UMBRIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;1;0;1;1;3
2017;100;UMBRIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;16;274;1;0;41;316
2017;100;UMBRIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;19;197;0;1;26;224
2017;100;UMBRIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;11;39;1;0;13;53
2017;100;UMBRIA;39;PEDIATRIA                               ;ACUTI;9;69;0;12;0;81
2017;100;UMBRIA;40;PSICHIATRIA                             ;ACUTI;3;37;0;3;0;40
2017;100;UMBRIA;43;UROLOGIA                                ;ACUTI;12;88;1;1;16;106
2017;100;UMBRIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;12;0;0;0;12
2017;100;UMBRIA;49;TERAPIA INTENSIVA                       ;ACUTI;10;69;0;0;0;69
2017;100;UMBRIA;50;UNITA` CORONARICA                       ;ACUTI;7;38;0;0;0;38
2017;100;UMBRIA;52;DERMATOLOGIA                            ;ACUTI;3;6;0;2;1;9
2017;100;UMBRIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;14;297;0;26;0;323
2017;100;UMBRIA;58;GASTROENTEROLOGIA                       ;ACUTI;6;41;0;4;0;45
2017;100;UMBRIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;13;95;0;0;0;95
2017;100;UMBRIA;62;NEONATOLOGIA                            ;ACUTI;3;31;0;0;0;31
2017;100;UMBRIA;64;ONCOLOGIA                               ;ACUTI;11;49;0;59;0;108
2017;100;UMBRIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;7;0;2;0;9
2017;100;UMBRIA;66;ONCOEMATOLOGIA                          ;ACUTI;1;1;0;1;0;2
2017;100;UMBRIA;68;PNEUMOLOGIA                             ;ACUTI;3;58;0;3;0;61
2017;100;UMBRIA;69;RADIOLOGIA                              ;ACUTI;1;0;0;1;0;1
2017;100;UMBRIA;70;RADIOTERAPIA                            ;ACUTI;2;2;0;8;0;10
2017;100;UMBRIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;2;10;0;0;0;10
2017;100;UMBRIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;1;2;0;2;0;4
2017;100;UMBRIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;3;33;0;0;0;33
2017;100;UMBRIA;98;DAY SURGERY;ACUTI;1;0;0;0;12;12
2017;110;MARCHE;01;ALLERGOLOGIA                            ;ACUTI;3;0;0;5;0;5
2017;110;MARCHE;05;ANGIOLOGIA                              ;ACUTI;1;9;0;0;0;9
2017;110;MARCHE;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;12;0;1;0;13
2017;110;MARCHE;07;CARDIOCHIRURGIA                         ;ACUTI;1;28;0;0;0;28
2017;110;MARCHE;08;CARDIOLOGIA                             ;ACUTI;15;230;1;15;1;247
2017;110;MARCHE;09;CHIRURGIA GENERALE                      ;ACUTI;26;475;1;4;72;552
2017;110;MARCHE;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;8;0;1;0;9
2017;110;MARCHE;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;13;0;0;2;15
2017;110;MARCHE;12;CHIRURGIA PLASTICA                      ;ACUTI;2;13;0;2;0;15
2017;110;MARCHE;13;CHIRURGIA TORACICA                      ;ACUTI;1;8;0;0;0;8
2017;110;MARCHE;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;16;0;1;0;17
2017;110;MARCHE;18;EMATOLOGIA                              ;ACUTI;3;48;0;16;0;64
2017;110;MARCHE;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;6;19;0;15;0;34
2017;110;MARCHE;21;GERIATRIA                               ;ACUTI;5;96;0;1;0;97
2017;110;MARCHE;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;5;64;0;6;0;70
2017;110;MARCHE;26;MEDICINA GENERALE                       ;ACUTI;22;807;1;32;0;840
2017;110;MARCHE;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;6;0;0;0;6
2017;110;MARCHE;29;NEFROLOGIA                              ;ACUTI;13;82;1;14;0;97
2017;110;MARCHE;30;NEUROCHIRURGIA                          ;ACUTI;3;57;0;2;0;59
2017;110;MARCHE;32;NEUROLOGIA                              ;ACUTI;8;131;1;6;0;138
2017;110;MARCHE;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;2;15;0;5;0;20
2017;110;MARCHE;34;OCULISTICA                              ;ACUTI;13;22;0;8;35;65
2017;110;MARCHE;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;4;2;0;2;3;7
2017;110;MARCHE;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;17;369;1;3;40;413
2017;110;MARCHE;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;17;297;1;3;27;328
2017;110;MARCHE;38;OTORINOLARINGOIATRIA                    ;ACUTI;13;70;0;7;10;87
2017;110;MARCHE;39;PEDIATRIA                               ;ACUTI;15;107;0;21;0;128
2017;110;MARCHE;40;PSICHIATRIA                             ;ACUTI;11;127;0;4;0;131
2017;110;MARCHE;43;UROLOGIA                                ;ACUTI;12;136;0;2;18;156
2017;110;MARCHE;49;TERAPIA INTENSIVA                       ;ACUTI;17;113;0;3;1;117
2017;110;MARCHE;50;UNITA` CORONARICA                       ;ACUTI;15;83;0;0;0;83
2017;110;MARCHE;51;ASTANTERIA                              ;ACUTI;11;91;0;0;0;91
2017;110;MARCHE;52;DERMATOLOGIA                            ;ACUTI;4;9;0;2;2;13
2017;110;MARCHE;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;14;379;0;2;0;381
2017;110;MARCHE;58;GASTROENTEROLOGIA                       ;ACUTI;6;71;1;4;0;76
2017;110;MARCHE;60;LUNGODEGENTI                            ;LUNGODEGENZA;17;305;0;0;0;305
2017;110;MARCHE;61;MEDICINA NUCLEARE                       ;ACUTI;1;7;0;0;0;7
2017;110;MARCHE;62;NEONATOLOGIA                            ;ACUTI;5;26;0;0;0;26
2017;110;MARCHE;64;ONCOLOGIA                               ;ACUTI;14;36;0;150;0;186
2017;110;MARCHE;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;12;0;2;0;14
2017;110;MARCHE;68;PNEUMOLOGIA                             ;ACUTI;6;110;0;8;0;118
2017;110;MARCHE;69;RADIOLOGIA                              ;ACUTI;1;0;0;0;1;1
2017;110;MARCHE;71;REUMATOLOGIA                            ;ACUTI;1;14;0;1;0;15
2017;110;MARCHE;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;31;0;0;0;31
2017;110;MARCHE;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;2;59;0;1;0;60
2017;110;MARCHE;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;1;0;1;0;2
2017;110;MARCHE;97;DETENUTI                                ;ACUTI;1;1;0;1;0;2
2017;110;MARCHE;98;DAY SURGERY;ACUTI;3;0;0;0;34;34
2017;120;LAZIO;01;ALLERGOLOGIA                            ;ACUTI;2;0;0;7;0;7
2017;120;LAZIO;02;DAY HOSPITAL                            ;ACUTI;86;0;0;414;0;414
2017;120;LAZIO;05;ANGIOLOGIA                              ;ACUTI;4;18;1;13;0;32
2017;120;LAZIO;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;2;25;0;1;0;26
2017;120;LAZIO;07;CARDIOCHIRURGIA                         ;ACUTI;7;151;0;0;0;151
2017;120;LAZIO;08;CARDIOLOGIA                             ;ACUTI;57;760;2;36;0;798
2017;120;LAZIO;09;CHIRURGIA GENERALE                      ;ACUTI;145;2038;5;50;79;2172
2017;120;LAZIO;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;9;53;0;0;3;56
2017;120;LAZIO;11;CHIRURGIA PEDIATRICA                    ;ACUTI;8;85;0;6;6;97
2017;120;LAZIO;12;CHIRURGIA PLASTICA                      ;ACUTI;16;122;0;15;10;147
2017;120;LAZIO;13;CHIRURGIA TORACICA                      ;ACUTI;6;92;0;0;0;92
2017;120;LAZIO;14;CHIRURGIA VASCOLARE                     ;ACUTI;24;172;0;2;7;181
2017;120;LAZIO;15;MEDICINA SPORTIVA                       ;ACUTI;1;0;0;6;0;6
2017;120;LAZIO;18;EMATOLOGIA                              ;ACUTI;17;206;0;56;0;262
2017;120;LAZIO;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;19;93;0;36;0;129
2017;120;LAZIO;20;IMMUNOLOGIA                             ;ACUTI;2;18;0;0;0;18
2017;120;LAZIO;21;GERIATRIA                               ;ACUTI;15;269;1;28;0;298
2017;120;LAZIO;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;20;372;0;16;0;388
2017;120;LAZIO;26;MEDICINA GENERALE                       ;ACUTI;105;2827;17;131;0;2975
2017;120;LAZIO;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;30;0;1;0;31
2017;120;LAZIO;29;NEFROLOGIA                              ;ACUTI;27;179;0;18;0;197
2017;120;LAZIO;30;NEUROCHIRURGIA                          ;ACUTI;20;238;0;1;1;240
2017;120;LAZIO;32;NEUROLOGIA                              ;ACUTI;31;308;1;35;0;344
2017;120;LAZIO;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;13;52;0;81;0;133
2017;120;LAZIO;34;OCULISTICA                              ;ACUTI;31;99;13;37;20;169
2017;120;LAZIO;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;3;0;0;0;3;3
2017;120;LAZIO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;93;1611;8;79;34;1732
2017;120;LAZIO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;61;1092;10;40;31;1173
2017;120;LAZIO;38;OTORINOLARINGOIATRIA                    ;ACUTI;39;298;5;26;15;344
2017;120;LAZIO;39;PEDIATRIA                               ;ACUTI;37;297;0;52;0;349
2017;120;LAZIO;40;PSICHIATRIA                             ;ACUTI;25;307;0;45;0;352
2017;120;LAZIO;43;UROLOGIA                                ;ACUTI;48;460;3;10;24;497
2017;120;LAZIO;47;GRANDI USTIONATI                        ;ACUTI;1;14;0;0;0;14
2017;120;LAZIO;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;4;57;0;6;0;63
2017;120;LAZIO;49;TERAPIA INTENSIVA                       ;ACUTI;62;511;0;0;0;511
2017;120;LAZIO;50;UNITA` CORONARICA                       ;ACUTI;35;215;0;0;0;215
2017;120;LAZIO;51;ASTANTERIA                              ;ACUTI;31;392;0;0;0;392
2017;120;LAZIO;52;DERMATOLOGIA                            ;ACUTI;9;64;0;8;0;72
2017;120;LAZIO;54;EMODIALISI                              ;ACUTI;1;0;0;3;0;3
2017;120;LAZIO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;54;2463;0;212;0;2675
2017;120;LAZIO;58;GASTROENTEROLOGIA                       ;ACUTI;22;202;1;25;0;228
2017;120;LAZIO;60;LUNGODEGENTI                            ;LUNGODEGENZA;17;753;0;0;0;753
2017;120;LAZIO;61;MEDICINA NUCLEARE                       ;ACUTI;2;11;0;0;0;11
2017;120;LAZIO;62;NEONATOLOGIA                            ;ACUTI;24;222;0;2;0;224
2017;120;LAZIO;64;ONCOLOGIA                               ;ACUTI;37;391;2;218;0;611
2017;120;LAZIO;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;10;0;1;0;11
2017;120;LAZIO;66;ONCOEMATOLOGIA                          ;ACUTI;3;48;0;9;0;57
2017;120;LAZIO;68;PNEUMOLOGIA                             ;ACUTI;18;210;1;23;0;234
2017;120;LAZIO;71;REUMATOLOGIA                            ;ACUTI;6;63;0;12;0;75
2017;120;LAZIO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;10;126;0;0;0;126
2017;120;LAZIO;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;9;321;37;32;0;390
2017;120;LAZIO;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;2;18;0;0;0;18
2017;120;LAZIO;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;2;0;0;0;2
2017;120;LAZIO;78;UROLOGIA PEDIATRICA                     ;ACUTI;2;37;0;8;0;45
2017;120;LAZIO;97;DETENUTI                                ;ACUTI;3;29;0;1;0;30
2017;120;LAZIO;98;DAY SURGERY;ACUTI;145;0;0;0;495;495
2017;120;LAZIO;99;CURE PALLIATIVE;ACUTI;1;0;0;1;0;1
2017;130;ABRUZZO;01;ALLERGOLOGIA                            ;ACUTI;4;0;0;8;0;8
2017;130;ABRUZZO;02;DAY HOSPITAL                            ;ACUTI;2;0;0;3;0;3
2017;130;ABRUZZO;07;CARDIOCHIRURGIA                         ;ACUTI;2;44;0;0;0;44
2017;130;ABRUZZO;08;CARDIOLOGIA                             ;ACUTI;17;178;0;11;2;191
2017;130;ABRUZZO;09;CHIRURGIA GENERALE                      ;ACUTI;27;452;0;0;54;506
2017;130;ABRUZZO;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;4;14;0;0;2;16
2017;130;ABRUZZO;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;18;0;0;2;20
2017;130;ABRUZZO;12;CHIRURGIA PLASTICA                      ;ACUTI;1;6;0;0;2;8
2017;130;ABRUZZO;13;CHIRURGIA TORACICA                      ;ACUTI;2;26;0;0;3;29
2017;130;ABRUZZO;14;CHIRURGIA VASCOLARE                     ;ACUTI;6;66;0;0;9;75
2017;130;ABRUZZO;18;EMATOLOGIA                              ;ACUTI;6;53;0;16;0;69
2017;130;ABRUZZO;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;5;0;0;5;0;5
2017;130;ABRUZZO;21;GERIATRIA                               ;ACUTI;9;163;0;4;0;167
2017;130;ABRUZZO;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;6;78;0;9;0;87
2017;130;ABRUZZO;26;MEDICINA GENERALE                       ;ACUTI;26;573;0;25;0;598
2017;130;ABRUZZO;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;25;0;0;0;25
2017;130;ABRUZZO;29;NEFROLOGIA                              ;ACUTI;6;22;0;5;0;27
2017;130;ABRUZZO;30;NEUROCHIRURGIA                          ;ACUTI;4;66;0;0;6;72
2017;130;ABRUZZO;32;NEUROLOGIA                              ;ACUTI;11;129;0;7;0;136
2017;130;ABRUZZO;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;2;0;0;4;0;4
2017;130;ABRUZZO;34;OCULISTICA                              ;ACUTI;10;22;0;1;20;43
2017;130;ABRUZZO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;20;336;0;0;35;371
2017;130;ABRUZZO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;16;234;0;0;37;271
2017;130;ABRUZZO;38;OTORINOLARINGOIATRIA                    ;ACUTI;10;58;0;1;11;70
2017;130;ABRUZZO;39;PEDIATRIA                               ;ACUTI;10;105;0;9;0;114
2017;130;ABRUZZO;40;PSICHIATRIA                             ;ACUTI;7;92;0;5;0;97
2017;130;ABRUZZO;43;UROLOGIA                                ;ACUTI;12;118;0;1;18;137
2017;130;ABRUZZO;49;TERAPIA INTENSIVA                       ;ACUTI;16;109;0;0;0;109
2017;130;ABRUZZO;50;UNITA` CORONARICA                       ;ACUTI;9;77;0;0;0;77
2017;130;ABRUZZO;52;DERMATOLOGIA                            ;ACUTI;3;0;0;5;1;6
2017;130;ABRUZZO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;15;458;0;22;0;480
2017;130;ABRUZZO;58;GASTROENTEROLOGIA                       ;ACUTI;4;7;0;4;0;11
2017;130;ABRUZZO;60;LUNGODEGENTI                            ;LUNGODEGENZA;15;199;0;0;0;199
2017;130;ABRUZZO;62;NEONATOLOGIA                            ;ACUTI;6;36;0;1;0;37
2017;130;ABRUZZO;64;ONCOLOGIA                               ;ACUTI;11;41;0;63;0;104
2017;130;ABRUZZO;68;PNEUMOLOGIA                             ;ACUTI;5;66;0;6;0;72
2017;130;ABRUZZO;70;RADIOTERAPIA                            ;ACUTI;1;0;0;2;0;2
2017;130;ABRUZZO;71;REUMATOLOGIA                            ;ACUTI;2;12;0;3;0;15
2017;130;ABRUZZO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;3;26;0;0;0;26
2017;130;ABRUZZO;97;DETENUTI                                ;ACUTI;2;4;0;0;0;4
2017;130;ABRUZZO;98;DAY SURGERY;ACUTI;2;0;0;0;5;5
2017;140;MOLISE;02;DAY HOSPITAL                            ;ACUTI;2;0;0;10;0;10
2017;140;MOLISE;07;CARDIOCHIRURGIA                         ;ACUTI;1;20;0;0;0;20
2017;140;MOLISE;08;CARDIOLOGIA                             ;ACUTI;4;50;0;8;0;58
2017;140;MOLISE;09;CHIRURGIA GENERALE                      ;ACUTI;7;156;0;0;19;175
2017;140;MOLISE;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;12;8;0;2;22
2017;140;MOLISE;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;2;0;0;6;0;6
2017;140;MOLISE;21;GERIATRIA                               ;ACUTI;1;16;0;2;0;18
2017;140;MOLISE;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;16;0;1;0;17
2017;140;MOLISE;26;MEDICINA GENERALE                       ;ACUTI;6;149;0;18;0;167
2017;140;MOLISE;29;NEFROLOGIA                              ;ACUTI;1;8;0;2;0;10
2017;140;MOLISE;30;NEUROCHIRURGIA                          ;ACUTI;2;45;30;0;2;77
2017;140;MOLISE;32;NEUROLOGIA                              ;ACUTI;2;51;54;2;0;107
2017;140;MOLISE;34;OCULISTICA                              ;ACUTI;2;0;0;0;4;4
2017;140;MOLISE;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;1;0;0;0;4;4
2017;140;MOLISE;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;3;70;0;0;7;77
2017;140;MOLISE;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;4;62;0;0;7;69
2017;140;MOLISE;38;OTORINOLARINGOIATRIA                    ;ACUTI;3;16;0;0;8;24
2017;140;MOLISE;39;PEDIATRIA                               ;ACUTI;3;17;0;4;0;21
2017;140;MOLISE;40;PSICHIATRIA                             ;ACUTI;3;23;0;4;0;27
2017;140;MOLISE;43;UROLOGIA                                ;ACUTI;2;26;0;0;5;31
2017;140;MOLISE;49;TERAPIA INTENSIVA                       ;ACUTI;5;31;4;0;0;35
2017;140;MOLISE;50;UNITA` CORONARICA                       ;ACUTI;3;14;0;0;0;14
2017;140;MOLISE;51;ASTANTERIA                              ;ACUTI;3;15;0;1;1;17
2017;140;MOLISE;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;5;101;0;2;0;103
2017;140;MOLISE;60;LUNGODEGENTI                            ;LUNGODEGENZA;3;42;0;0;0;42
2017;140;MOLISE;62;NEONATOLOGIA                            ;ACUTI;1;7;0;1;0;8
2017;140;MOLISE;64;ONCOLOGIA                               ;ACUTI;4;39;0;15;0;54
2017;140;MOLISE;66;ONCOEMATOLOGIA                          ;ACUTI;2;16;0;7;0;23
2017;140;MOLISE;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;5;0;0;0;5
2017;140;MOLISE;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;45;51;0;0;96
2017;140;MOLISE;97;DETENUTI                                ;ACUTI;1;4;0;0;0;4
2017;140;MOLISE;98;DAY SURGERY;ACUTI;1;0;0;0;8;8
2017;150;CAMPANIA;01;ALLERGOLOGIA                            ;ACUTI;3;0;0;7;0;7
2017;150;CAMPANIA;02;DAY HOSPITAL                            ;ACUTI;2;0;0;6;0;6
2017;150;CAMPANIA;05;ANGIOLOGIA                              ;ACUTI;2;0;0;6;0;6
2017;150;CAMPANIA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;16;1;0;0;17
2017;150;CAMPANIA;07;CARDIOCHIRURGIA                         ;ACUTI;12;125;1;9;1;136
2017;150;CAMPANIA;08;CARDIOLOGIA                             ;ACUTI;69;735;3;96;1;835
2017;150;CAMPANIA;09;CHIRURGIA GENERALE                      ;ACUTI;132;2159;20;83;207;2469
2017;150;CAMPANIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;8;49;2;7;6;64
2017;150;CAMPANIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;7;62;0;9;14;85
2017;150;CAMPANIA;12;CHIRURGIA PLASTICA                      ;ACUTI;6;28;0;5;7;40
2017;150;CAMPANIA;13;CHIRURGIA TORACICA                      ;ACUTI;5;48;1;5;3;57
2017;150;CAMPANIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;17;132;2;9;17;160
2017;150;CAMPANIA;18;EMATOLOGIA                              ;ACUTI;14;105;0;80;0;185
2017;150;CAMPANIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;8;35;0;18;0;53
2017;150;CAMPANIA;20;IMMUNOLOGIA                             ;ACUTI;1;12;0;7;0;19
2017;150;CAMPANIA;21;GERIATRIA                               ;ACUTI;12;145;0;14;0;159
2017;150;CAMPANIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;20;289;0;75;0;364
2017;150;CAMPANIA;25;MEDICINA DEL LAVORO                     ;ACUTI;2;1;0;2;0;3
2017;150;CAMPANIA;26;MEDICINA GENERALE                       ;ACUTI;104;1996;3;204;0;2203
2017;150;CAMPANIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;15;0;0;0;15
2017;150;CAMPANIA;29;NEFROLOGIA                              ;ACUTI;23;145;0;54;3;202
2017;150;CAMPANIA;30;NEUROCHIRURGIA                          ;ACUTI;13;238;0;5;10;253
2017;150;CAMPANIA;32;NEUROLOGIA                              ;ACUTI;29;808;0;59;0;867
2017;150;CAMPANIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;6;14;0;16;0;30
2017;150;CAMPANIA;34;OCULISTICA                              ;ACUTI;46;213;2;46;147;408
2017;150;CAMPANIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;7;14;0;9;18;41
2017;150;CAMPANIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;79;1065;7;43;112;1227
2017;150;CAMPANIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;77;1387;16;77;136;1616
2017;150;CAMPANIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;40;265;3;27;61;356
2017;150;CAMPANIA;39;PEDIATRIA                               ;ACUTI;39;410;1;123;0;534
2017;150;CAMPANIA;40;PSICHIATRIA                             ;ACUTI;24;506;0;31;0;537
2017;150;CAMPANIA;42;TOSSICOLOGIA                            ;ACUTI;1;5;0;1;0;6
2017;150;CAMPANIA;43;UROLOGIA                                ;ACUTI;41;392;3;30;41;466
2017;150;CAMPANIA;47;GRANDI USTIONATI                        ;ACUTI;1;7;0;0;0;7
2017;150;CAMPANIA;49;TERAPIA INTENSIVA                       ;ACUTI;68;469;0;19;2;490
2017;150;CAMPANIA;50;UNITA` CORONARICA                       ;ACUTI;44;285;0;2;0;287
2017;150;CAMPANIA;51;ASTANTERIA                              ;ACUTI;9;77;0;0;0;77
2017;150;CAMPANIA;52;DERMATOLOGIA                            ;ACUTI;10;14;0;31;3;48
2017;150;CAMPANIA;54;EMODIALISI                              ;ACUTI;2;0;0;15;0;15
2017;150;CAMPANIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;33;1236;0;149;0;1385
2017;150;CAMPANIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;4;6;0;7;4;17
2017;150;CAMPANIA;58;GASTROENTEROLOGIA                       ;ACUTI;20;125;0;40;1;166
2017;150;CAMPANIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;16;577;9;0;0;586
2017;150;CAMPANIA;62;NEONATOLOGIA                            ;ACUTI;23;201;0;8;0;209
2017;150;CAMPANIA;64;ONCOLOGIA                               ;ACUTI;39;315;1;261;14;591
2017;150;CAMPANIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;4;25;0;8;0;33
2017;150;CAMPANIA;66;ONCOEMATOLOGIA                          ;ACUTI;4;38;0;24;0;62
2017;150;CAMPANIA;68;PNEUMOLOGIA                             ;ACUTI;31;323;0;69;0;392
2017;150;CAMPANIA;69;RADIOLOGIA                              ;ACUTI;3;0;0;3;1;4
2017;150;CAMPANIA;70;RADIOTERAPIA                            ;ACUTI;1;2;0;2;0;4
2017;150;CAMPANIA;71;REUMATOLOGIA                            ;ACUTI;4;21;0;8;0;29
2017;150;CAMPANIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;17;151;0;3;0;154
2017;150;CAMPANIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;3;32;0;0;0;32
2017;150;CAMPANIA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;10;0;2;0;12
2017;150;CAMPANIA;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;2;15;0;10;0;25
2017;150;CAMPANIA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;10;0;0;2;12
2017;150;CAMPANIA;97;DETENUTI                                ;ACUTI;3;19;0;1;0;20
2017;150;CAMPANIA;98;DAY SURGERY;ACUTI;4;0;0;0;26;26
2017;160;PUGLIA;02;DAY HOSPITAL                            ;ACUTI;1;0;0;9;0;9
2017;160;PUGLIA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;2;0;0;0;2
2017;160;PUGLIA;07;CARDIOCHIRURGIA                         ;ACUTI;8;179;0;0;1;180
2017;160;PUGLIA;08;CARDIOLOGIA                             ;ACUTI;47;622;0;20;5;647
2017;160;PUGLIA;09;CHIRURGIA GENERALE                      ;ACUTI;60;1226;2;26;61;1315
2017;160;PUGLIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;4;31;0;0;2;33
2017;160;PUGLIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;6;69;0;0;9;78
2017;160;PUGLIA;12;CHIRURGIA PLASTICA                      ;ACUTI;9;77;0;3;5;85
2017;160;PUGLIA;13;CHIRURGIA TORACICA                      ;ACUTI;6;85;0;0;5;90
2017;160;PUGLIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;11;159;0;3;5;167
2017;160;PUGLIA;18;EMATOLOGIA                              ;ACUTI;11;147;0;48;0;195
2017;160;PUGLIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;9;73;0;16;3;92
2017;160;PUGLIA;21;GERIATRIA                               ;ACUTI;16;327;0;7;0;334
